Unnamed: 0,DRNumber,DateReported,DateOccured,TimeOccured,AreaCode,AreaName,ReportedDistrictNumber,CrimeClassification,CrimeCode,CrimeCodeDescription,Mocodes,VictimAge,VictimSex,VictimDescent,PremisCode,PremisDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Crm Cd 1,SecondaryCrimeCode,TertieryCrimeCode,QuartinaryCrimeCode,location,Cross Street,LatitudeCoordinates,longitudeCoordinates
1002439,241212775,2024-06-22,2024-06-21,06:00,12,77th Street,1208,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,700 W 51ST ST,Unknown,33.9964,-118.286
1002440,241105002,2024-01-29,2024-01-28,16:00,11,Northeast,1112,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4100 WAWONA ST,Unknown,34.1274,-118.2305
1002441,240120400,2024-10-25,2024-10-24,22:00,1,Central,192,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,18TH ST,OLIVE,34.0337,-118.2665
1002442,240111032,2024-05-04,2024-05-03,14:15,1,Central,162,Indictable Offence,210,ROBBERY,2004 0344 0910 2001,0.0,Male,Other,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7TH ST,FLOWER,34.0487,-118.2588
1002443,241813218,2024-09-18,2024-09-13,20:32,18,Southeast,1822,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0.0,Non-Binary,Unknown,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 W CENTURY BL,Unknown,33.9456,-118.2739
1002444,240118172,2024-09-08,2024-09-08,00:18,1,Central,192,Misdemeanor,354,THEFT OF IDENTITY,0922,42.0,Female,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1600 S GRAND AV,Unknown,34.0357,-118.2663
1002445,241714706,2024-12-04,2024-11-13,15:45,17,Devonshire,1752,Misdemeanor,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",Not Available,0.0,Not Recorded,Not Recorded,203.0,OTHER BUSINESS,No Weapon Recorded,No Weapon Used,IC,Invest Cont,668.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,21300 DEVONSHIRE ST,Unknown,34.2572,-118.5951
1002446,240608937,2024-05-04,2024-05-03,21:40,6,Hollywood,647,Indictable Offence,210,ROBBERY,0910 0302 1822 0344 0400 0337 0316,29.0,Male,White,910.0,MTA - RED LINE - HOLLYWOOD/VINE,102.0,HAND GUN,IC,Invest Cont,210.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6200 HOLLYWOOD BL,Unknown,34.1016,-118.3246
1002447,240300675,2024-03-18,2024-03-18,03:40,3,Southwest,362,Misdemeanor,623,BATTERY POLICE (SIMPLE),1822 1212 0356,23.0,Non-Binary,Unknown,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4700 RODEO LN,Unknown,34.021,-118.3486
1002448,241206485,2024-02-11,2024-02-11,11:50,12,77th Street,1273,Misdemeanor,625,OTHER ASSAULT,0913 0351 0342 0216 1309,30.0,Male,Black,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1700 W MANCHESTER AV,Unknown,33.96,-118.3068
1002449,242006497,2024-02-28,2024-02-28,06:20,20,Olympic,2079,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0361 1402 0603 0913 0416 0329 1307 0446 0429 0417,46.0,Male,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,AA,Adult Arrest,740.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,2200 W 14TH ST,Unknown,34.0463,-118.2864
1002450,240111452,2024-05-14,2024-05-12,10:00,1,Central,162,Misdemeanor,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0324 1803,0.0,Non-Binary,Unknown,203.0,OTHER BUSINESS,No Weapon Recorded,No Weapon Used,IC,Invest Cont,670.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,700 W 7TH ST,Unknown,34.048,-118.2577
1002451,241104830,2024-01-24,2024-01-19,16:00,11,Northeast,1151,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0.0,Non-Binary,Unknown,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4900 HOLLYWOOD BL,Unknown,34.1018,-118.2961
1002452,240710918,2024-08-22,2024-08-22,10:37,7,Wilshire,721,Indictable Offence,330,BURGLARY FROM VEHICLE,1300 0344,53.0,Female,Hispanic/Latin/Mexican,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8500 BEVERLY BL,Unknown,34.0761,-118.3766
1002453,240811702,2024-10-30,2024-10-29,20:15,8,West LA,851,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1300 1606,32.0,Female,Hispanic/Latin/Mexican,504.0,OTHER RESIDENCE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1500 BROCKTON AV,Unknown,34.0375,-118.4622
1002454,241807590,2024-03-16,2024-03-15,23:30,18,Southeast,1822,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1300 0329 1307,34.0,Female,Black,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,745.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 W 102ND ST,Unknown,33.9437,-118.2784
1002455,241211959,2024-05-23,2024-05-19,23:59,12,77th Street,1215,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,22.0,Male,Hispanic/Latin/Mexican,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 W 53RD ST,Unknown,33.9941,-118.2915
1002456,240705764,2024-02-10,2024-02-10,11:23,7,Wilshire,723,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23.0,Non-Binary,Unknown,417.0,THE BEVERLY CONNECTION,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8000 BEVERLY BL,Unknown,34.0761,-118.3637
1002457,241009761,2024-07-06,2024-07-06,15:30,10,West Valley,1018,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,103.0,ALLEY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7200 WOODLEY AV,Unknown,34.2012,-118.4837
1002458,242109341,2024-05-25,2024-05-25,19:55,21,Topanga,2156,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,50.0,Male,White,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,21900 VANOWEN ST,Unknown,34.1938,-118.6044
1002459,240712272,2024-10-25,2024-10-25,19:55,7,Wilshire,722,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0104 0325,0.0,Non-Binary,Unknown,415.0,THE GROVE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8400 BEVERLY BL,Unknown,34.0761,-118.3732
1002460,240810568,2024-09-03,2024-09-02,15:00,8,West LA,814,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11600 W SUNSET BL,Unknown,34.0678,-118.4702
1002461,240908448,2024-04-25,2024-04-25,04:00,9,Van Nuys,952,Indictable Offence,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1414 2000 0416 1813 0913 0334 0443 0419 0447,24.0,Female,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,15300 WEDDINGTON ST,Unknown,34.1667,-118.4662
1002462,240511693,2024-10-03,2024-10-02,19:00,5,Harbor,512,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,26300 PINES ESTATES DR,Unknown,33.7826,-118.3004
1002463,242012425,2024-10-10,2024-10-02,12:01,20,Olympic,2023,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,41.0,Male,Korean,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,400 S ARDMORE AV,Unknown,34.0672,-118.3016
1002464,240115694,2024-07-30,2024-07-30,06:30,1,Central,119,Misdemeanor,888,TRESPASSING,0910,0.0,Male,Other,834.0,LA UNION STATION (NOT LINE SPECIFIC),No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,800 N ALAMEDA ST,Unknown,34.0561,-118.2375
1002465,241912852,2024-11-04,2024-11-02,18:30,19,Mission,1959,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10000 LEV AV,Unknown,34.2523,-118.4354
1002466,240607255,2024-03-11,2024-03-08,23:00,6,Hollywood,628,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307,48.0,Female,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1900 TAMARIND AV,Unknown,34.1052,-118.3192
1002467,241807457,2024-03-14,2024-03-13,18:00,18,Southeast,1821,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,101ST ST,VERMONT                      AV,33.9446,-118.2916
1002468,242107146,2024-03-21,2024-03-21,22:30,21,Topanga,2115,Indictable Offence,761,BRANDISH WEAPON,0445 0913 1402 0334 0344 0602,21.0,Female,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,IC,Invest Cont,761.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,21700 LANARK ST,Unknown,34.2176,-118.6016
1002469,240605183,2024-01-19,2024-01-19,03:00,6,Hollywood,644,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,28.0,Male,Other,707.0,GARAGE/CARPORT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 N SIERRA BONITA AV,Unknown,34.0944,-118.3539
1002470,241906323,2024-03-02,2024-03-01,20:00,19,Mission,1995,Indictable Offence,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0416 0411,30.0,Female,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",212.0,BOTTLE,IC,Invest Cont,236.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,14700 STRATHERN ST,Unknown,34.2161,-118.4531
1002471,241611712,2024-12-07,2024-12-06,17:00,16,Foothill,1645,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10500 ORBITAL WY,Unknown,34.2639,-118.4109
1002472,241512427,2024-07-31,2024-07-30,12:30,15,N Hollywood,1525,Indictable Offence,330,BURGLARY FROM VEHICLE,0344 1822 1236 0325 0385 1609 1307,47.0,Male,Filipino,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6200 CARPENTER AV,Unknown,34.183,-118.3911
1002473,240907255,2024-03-14,2024-03-10,19:00,9,Van Nuys,935,Misdemeanor,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1258,13.0,Female,Hispanic/Latin/Mexican,716.0,THEATRE/MOVIE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,810.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,VAN NUYS,CALIFORNIA,34.1837,-118.4443
1002474,241907360,2024-04-01,2024-04-01,06:05,19,Mission,1984,Misdemeanor,354,THEFT OF IDENTITY,0922 0929 0930 0935,39.0,Female,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8600 WILLIS AV,Unknown,34.2266,-118.4553
1002475,240511489,2024-09-22,2024-09-11,20:00,5,Harbor,514,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,67.0,Male,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 W DOLORES ST,Unknown,33.7934,-118.2751
1002476,240213013,2024-08-15,2024-07-12,22:15,2,Rampart,205,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,35.0,Female,Hispanic/Latin/Mexican,140.0,BALCONY*,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3200 DESCANSO DR,Unknown,34.0853,-118.2753
1002477,240904514,2024-01-16,2024-01-15,01:00,9,Van Nuys,919,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,WOODMAN AV,HART                         ST,34.1976,-118.4313
1002478,241300819,2024-12-12,2024-12-12,15:30,13,Newton,1372,Indictable Offence,210,ROBBERY,0906 1259 1251 0344 0336,16.0,Male,Hispanic/Latin/Mexican,721.0,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 E 53RD ST,Unknown,33.9942,-118.2701
1002479,240210002,2024-05-19,2024-05-19,18:30,2,Rampart,256,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6TH ST,BONNIE BRAE,34.0585,-118.2724
1002480,241507247,2024-03-07,2024-03-07,06:00,15,N Hollywood,1549,Misdemeanor,888,TRESPASSING,2004 0910,0.0,Non-Binary,Unknown,913.0,MTA - RED LINE - NORTH HOLLYWOOD,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5300 LANKERSHIM BL,Unknown,34.172,-118.3789
1002481,242007437,2024-03-19,2024-03-19,06:00,20,Olympic,2042,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,900 S GRAMERCY PL,Unknown,34.0559,-118.3132
1002482,240410774,2024-10-14,2024-10-12,20:00,4,Hollenbeck,499,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,INDIANA,NOAKES,34.0138,-118.1922
1002483,241806388,2024-02-22,2024-02-22,01:52,18,Southeast,1862,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 1822 0344,0.0,Non-Binary,Unknown,957.0,MTA - GREEN LINE - HARBOR FWY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11500 S FIGUEROA ST,Unknown,33.928,-118.2826
1002484,240613782,2024-12-05,2024-12-05,15:45,6,Hollywood,642,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1500 N OGDEN DR,Unknown,34.0981,-118.3594
1002485,241205294,2024-01-21,2024-01-21,18:15,12,77th Street,1259,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 2002 2004 2038 1310 0416 0446 1309,34.0,Female,Hispanic/Latin/Mexican,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7800 TOWNE AV,Unknown,33.9688,-118.2674
1002486,241409561,2024-05-14,2024-05-13,16:02,14,Pacific,1469,Indictable Offence,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,0.0,Non-Binary,Unknown,402.0,MARKET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,343.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6800 LA CIENEGA BL,Unknown,33.9761,-118.3726
1002487,240110364,2024-04-16,2024-03-04,09:00,1,Central,111,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,500 N FIGUEROA ST,Unknown,34.0615,-118.247
1002488,242009169,2024-05-25,2024-05-25,02:50,20,Olympic,2062,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,900 S GRAMERCY DR,Unknown,34.0502,-118.3122
1002489,241009195,2024-06-02,2024-05-31,16:00,10,West Valley,1099,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,46.0,Male,Other Asian,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,15900 MEADOWCREST RD,Unknown,34.1362,-118.4843
1002490,241208922,2024-03-22,2024-03-22,02:47,12,77th Street,1211,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1302 1822 0344 0346,44.0,Male,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5700 3RD AV,Unknown,33.9909,-118.3204
1002491,240405496,2024-02-16,2024-02-15,22:55,4,Hollenbeck,445,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,21.0,Female,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1900 MARENGO ST,Unknown,34.0578,-118.2102
1002492,241700871,2024-05-09,2024-05-09,16:45,17,Devonshire,1764,Indictable Offence,210,ROBBERY,1402 0322 0325 1609 0329 0352 1822 0416,0.0,Non-Binary,Unknown,201.0,JEWELRY STORE,207.0,OTHER KNIFE,IC,Invest Cont,210.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,9300 TAMPA AV,Unknown,34.244,-118.5583
1002493,240611372,2024-08-25,2024-08-24,15:00,6,Hollywood,643,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7300 HAWTHORN AV,Unknown,34.0998,-118.349
1002494,240122631,2024-12-14,2024-12-13,21:00,1,Central,164,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6TH,MAIN,34.0453,-118.2499
1002495,240213409,2024-08-24,2024-07-30,23:45,2,Rampart,238,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0.0,Non-Binary,Unknown,135.0,MTA PROPERTY OR PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 W 1ST ST,Unknown,34.0609,-118.2577
1002496,241414724,2024-10-31,2024-10-30,16:00,14,Pacific,1494,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,51.0,Male,Other,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 WORLD WY,Unknown,33.9455,-118.4001
1002497,241112890,2024-12-25,2024-12-22,12:09,11,Northeast,1101,Misdemeanor,886,DISTURBING THE PEACE,Not Available,54.0,Male,Hispanic/Latin/Mexican,109.0,PARK/PLAYGROUND,No Weapon Recorded,No Weapon Used,IC,Invest Cont,886.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4700 WESTERN HERITAGE WY,Unknown,34.1495,-118.2823
1002498,240212994,2024-08-15,2024-08-14,09:50,2,Rampart,281,Indictable Offence,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0104 0344,0.0,Non-Binary,Unknown,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,343.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2000 W PICO BL,Unknown,34.0491,-118.2823
1002499,240216091,2024-10-18,2024-03-06,08:00,2,Rampart,275,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,BEACON AV,OLYMPIC                      BL,34.0497,-118.2754
1002500,240308296,2024-03-20,2024-03-20,04:40,3,Southwest,328,Misdemeanor,900,VIOLATION OF COURT ORDER,0913 1814 1906 2038 1251,21.0,Female,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,AO,Adult Other,900.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2700 PORTLAND ST,Unknown,34.0295,-118.2829
1002501,241210616,2024-04-23,2024-04-23,23:00,12,77th Street,1241,Indictable Offence,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0418 2000 0913 1814,24.0,Female,Hispanic/Latin/Mexican,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,910.0,No Tertiery Crime Code,No Quartinary Crime Code,6500 BRYNHURST AV,Unknown,33.9806,-118.3338
1002502,240710689,2024-08-12,2024-08-12,14:20,7,Wilshire,724,Indictable Offence,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,29.0,Non-Binary,Unknown,415.0,THE GROVE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,343.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 THE GROVE DR,Unknown,34.0736,-118.3563
1002503,240408489,2024-06-29,2024-06-27,10:00,4,Hollenbeck,406,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5100 VIA MARISOL,Unknown,34.1039,-118.1822
1002504,241712608,2024-09-06,2024-09-02,23:30,17,Devonshire,1716,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1602,77.0,Male,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,17200 FLANDERS ST,Unknown,34.2803,-118.5082
