DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241405842,02/12/2024 12:00:00 AM,02/12/2024 12:00:00 AM,945,14,Pacific,1477,2,901,VIOLATION OF RESTRAINING ORDER,,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,7800    YORKTOWN                     AV,,33.9683,-118.3888
241607916,05/04/2024 12:00:00 AM,05/04/2024 12:00:00 AM,5,16,Foothill,1612,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,60,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,11200    DE GARMO                     AV,,34.2736,-118.4145
240508739,05/02/2024 12:00:00 AM,05/02/2024 12:00:00 AM,341,5,Harbor,528,1,310,BURGLARY,0202 0209 0344 0358 1607,0,M,O,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,,,,1100    MAHAR                        AV,,33.7853,-118.2464
242112664,10/16/2024 12:00:00 AM,10/15/2024 12:00:00 AM,1800,21,Topanga,2149,2,354,THEFT OF IDENTITY,0377 0930,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6800    WINNETKA                     AV,,34.1938,-118.571
240809918,07/29/2024 12:00:00 AM,07/29/2024 12:00:00 AM,900,8,West LA,897,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,69,M,V,707,GARAGE/CARPORT,,,IC,Invest Cont,745,,,,9300    NATIONAL                     BL,,34.0313,-118.3947
240100534,01/26/2024 12:00:00 AM,01/26/2024 12:00:00 AM,400,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 1307 1310,26,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,998.0,,,300 S  SPRING                       ST,,34.0503,-118.247
241911073,08/21/2024 12:00:00 AM,08/20/2024 12:00:00 AM,2330,19,Mission,1966,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,9400    SYLMAR                       AV,,34.2413,-118.4477
241312235,08/13/2024 12:00:00 AM,08/13/2024 12:00:00 AM,1515,13,Newton,1321,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0913,18,M,B,727,SHOPPING MALL (COMMON AREA),102.0,HAND GUN,IC,Invest Cont,230,,,,1900    MAPLE                        AV,,34.0289,-118.2686
241404630,01/16/2024 12:00:00 AM,01/16/2024 12:00:00 AM,1920,14,Pacific,1436,1,210,ROBBERY,0342 0940 0352 0421 0400 0432 0542,30,M,W,101,STREET,102.0,HAND GUN,AO,Adult Other,210,,,,3500    SAWTELLE                     BL,,34.0167,-118.4239
240212756,08/07/2024 12:00:00 AM,06/11/2024 12:00:00 AM,1740,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,600 N  DILLON                       ST,,34.0786,-118.2788
240309770,04/24/2024 12:00:00 AM,04/24/2024 12:00:00 AM,1915,3,Southwest,396,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 0913 1814 2000,36,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,41ST                         ST,S  VERMONT                      AV,34.0091,-118.2916
241806660,02/27/2024 12:00:00 AM,02/25/2024 12:00:00 AM,2200,18,Southeast,1861,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,22,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,11400 S  HOOVER                       ST,,33.931,-118.287
240300623,02/26/2024 12:00:00 AM,02/24/2024 12:00:00 AM,1,3,Southwest,316,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0430 1822 1310 1407,18,M,H,101,STREET,102.0,HAND GUN,IC,Invest Cont,230,,,,2400 S  CONGRESS                     AV,,34.0346,-118.3024
240304757,01/15/2024 12:00:00 AM,01/15/2024 12:00:00 AM,2150,3,Southwest,399,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0104 0325 2004 2021 1402 0344 1822,23,X,X,403,DRUG STORE,,,AA,Adult Arrest,341,,,,4300 S  FIGUEROA                     ST,,34.0054,-118.2827
240812550,12/13/2024 12:00:00 AM,12/09/2024 12:00:00 AM,2011,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0601 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
240212074,07/19/2024 12:00:00 AM,07/18/2024 12:00:00 AM,1800,2,Rampart,249,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6TH                          ST,BIXEL                        ST,34.054,-118.262
241708375,04/16/2024 12:00:00 AM,04/12/2024 12:00:00 AM,2100,17,Devonshire,1708,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12500    MCLENNAN                     AV,,34.297,-118.5015
241111830,10/30/2024 12:00:00 AM,10/26/2024 12:00:00 AM,1900,11,Northeast,1195,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,30,M,C,714,DODGER STADIUM,,,IC,Invest Cont,440,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
240108567,03/05/2024 12:00:00 AM,03/02/2024 12:00:00 AM,800,1,Central,162,1,820,ORAL COPULATION,0448 0507 1822,22,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,820,,,,400 W  8TH                          ST,,34.0445,-118.2558
241513753,09/14/2024 12:00:00 AM,09/14/2024 12:00:00 AM,845,15,N Hollywood,1549,2,888,TRESPASSING,1822 2052 1501 2004 0910,0,X,X,913,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
241510544,05/19/2024 12:00:00 AM,05/18/2024 12:00:00 AM,2100,15,N Hollywood,1555,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11000    OTSEGO                       ST,,34.163,-118.3706
240700639,03/26/2024 12:00:00 AM,03/24/2024 12:00:00 AM,1800,7,Wilshire,763,1,121,"RAPE, FORCIBLE",0500 1814 0527 1402 0913,20,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998.0,,,1500 S  STANLEY                      AV,,34.0487,-118.3618
241712914,09/20/2024 12:00:00 AM,08/14/2024 12:00:00 AM,1000,17,Devonshire,1757,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,45,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,16900    DEVONSHIRE                   ST,,34.2575,-118.5004
241408022,03/31/2024 12:00:00 AM,03/31/2024 12:00:00 AM,600,14,Pacific,1443,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100    VENICE                       BL,,33.994,-118.4527
241105695,02/14/2024 12:00:00 AM,02/13/2024 12:00:00 AM,2300,11,Northeast,1183,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1600    LUCRETIA                     AV,,34.0824,-118.2555
240117633,08/27/2024 12:00:00 AM,08/27/2024 12:00:00 AM,1540,1,Central,132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,100 S  FLOWER                       ST,,34.0552,-118.2511
240311939,07/01/2024 12:00:00 AM,06/27/2024 12:00:00 AM,2300,3,Southwest,316,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1900 W  22ND                         ST,,34.0364,-118.3034
241909131,05/25/2024 12:00:00 AM,05/09/2024 12:00:00 AM,1700,19,Mission,1954,1,480,BIKE - STOLEN,0394,31,M,F,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,480,,,,10000    HALBRENT                     AV,,34.2526,-118.4662
241507380,03/10/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1730,15,N Hollywood,1523,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6100    WHITSETT                     AV,,34.1849,-118.4095
240710514,08/04/2024 12:00:00 AM,08/03/2024 12:00:00 AM,1632,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,X,X,415,THE GROVE,,,IC,Invest Cont,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240804720,01/19/2024 12:00:00 AM,01/19/2024 12:00:00 AM,1850,8,West LA,853,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,30,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,PURDUE                       AV,SANTA MONICA                 BL,34.0455,-118.4505
241205606,01/25/2024 12:00:00 AM,01/17/2024 12:00:00 AM,1500,12,77th Street,1208,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,18,M,H,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,440,,,,4700 S  HOOVER                       ST,,34.0006,-118.2871
241607915,05/04/2024 12:00:00 AM,03/15/2024 12:00:00 AM,1200,16,Foothill,1619,2,354,THEFT OF IDENTITY,1822 0928,51,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7400    CHANTECLAIR                  CT,,34.2687,-118.2947
240112700,06/11/2024 12:00:00 AM,06/11/2024 12:00:00 AM,700,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
241309510,05/20/2024 12:00:00 AM,05/20/2024 12:00:00 AM,755,13,Newton,1341,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3700 S  GRAND                        AV,,34.0169,-118.2783
240511867,10/09/2024 12:00:00 AM,10/09/2024 12:00:00 AM,500,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  13TH                         ST,,33.7325,-118.2968
240710516,08/04/2024 12:00:00 AM,08/04/2024 12:00:00 AM,1449,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,23,X,X,415,THE GROVE,,,IC,Invest Cont,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
241904535,01/12/2024 12:00:00 AM,01/12/2024 12:00:00 AM,1320,19,Mission,1919,2,888,TRESPASSING,2004,48,M,X,110,FREEWAY,,,IC,Invest Cont,888,,,,ARROYO,GLADSTONE,34.2946,-118.4119
241011365,09/25/2024 12:00:00 AM,06/15/2024 12:00:00 AM,1200,10,West Valley,1065,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0913 0553,0,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,237,,,,5400    ZELZAH                       AV,,34.1686,-118.522
241407064,03/07/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1830,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,X,X,402,MARKET,,,IC,Invest Cont,442,,,,6800    LA CIENEGA                   BL,,33.9761,-118.3726
241506052,02/12/2024 12:00:00 AM,02/11/2024 12:00:00 AM,1630,15,N Hollywood,1512,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,23,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,7300    COLDWATER CANYON             AV,,34.2031,-118.4138
240120694,11/02/2024 12:00:00 AM,11/01/2024 12:00:00 AM,2100,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,39,M,B,724,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,,,IC,Invest Cont,740,,,,1000 S  OLIVE                        ST,,34.0423,-118.2595
241305122,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,2230,13,Newton,1345,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309,46,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,35TH                         ST,CENTRAL                      AV,34.012,-118.2565
240812327,12/02/2024 12:00:00 AM,12/01/2024 12:00:00 AM,1430,8,West LA,893,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,61,M,A,101,STREET,,,IC,Invest Cont,331,,,,2700    WESTWOOD                     BL,,34.0351,-118.4245
240507797,04/09/2024 12:00:00 AM,03/27/2024 12:00:00 AM,2035,5,Harbor,514,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,34,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1300 W  R                            ST,,33.7968,-118.2786
240214647,09/17/2024 12:00:00 AM,09/13/2024 12:00:00 AM,835,2,Rampart,246,2,888,TRESPASSING,0910,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
241210608,04/24/2024 12:00:00 AM,04/23/2024 12:00:00 AM,2100,12,77th Street,1249,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 W  69TH                         ST,,33.9774,-118.2827
241012910,12/23/2024 12:00:00 AM,12/23/2024 12:00:00 AM,1317,10,West Valley,1008,1,330,BURGLARY FROM VEHICLE,1822 0344,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,16000    ARMINTA                      ST,,34.2139,-118.4815
242010640,08/03/2024 12:00:00 AM,08/03/2024 12:00:00 AM,1700,20,Olympic,2024,2,888,TRESPASSING,1822 2052 0910,0,X,X,922,MTA - PURPLE LINE - WILSHIRE/WESTERN,,,IC,Invest Cont,888,,,,3700    WILSHIRE                     BL,,34.0636,-118.3047
242107694,04/05/2024 12:00:00 AM,04/05/2024 12:00:00 AM,920,21,Topanga,2113,2,900,VIOLATION OF COURT ORDER,2038 1813,33,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900,,,,7800    VICKY                        AV,,34.2119,-118.6195
240107940,02/26/2024 12:00:00 AM,02/26/2024 12:00:00 AM,500,1,Central,185,1,210,ROBBERY,0344 0400 1822,33,M,H,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,210,,,,11TH                         ST,BROADWAY,34.0396,-118.259
241009279,06/07/2024 12:00:00 AM,06/07/2024 12:00:00 AM,415,10,West Valley,1045,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,5700    NEWCASTLE                    AV,,34.1747,-118.5245
241413937,10/06/2024 12:00:00 AM,09/16/2024 12:00:00 AM,800,14,Pacific,1495,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,9200    AIRPORT                      BL,,33.9523,-118.3906
240105546,01/22/2024 12:00:00 AM,01/21/2024 12:00:00 AM,1030,1,Central,138,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,36,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200 E  3RD                          ST,,34.0485,-118.2448
240709041,05/24/2024 12:00:00 AM,05/24/2024 12:00:00 AM,1445,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240812469,12/09/2024 12:00:00 AM,12/08/2024 12:00:00 AM,2010,8,West LA,853,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 2032,30,M,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,440,,,,11300    SANTA MONICA                 BL,,34.0464,-118.4488
242005769,02/11/2024 12:00:00 AM,02/10/2024 12:00:00 AM,1600,20,Olympic,2073,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2900 W  14TH                         ST,,34.0463,-118.3067
240210369,05/29/2024 12:00:00 AM,05/28/2024 12:00:00 AM,1400,2,Rampart,279,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,51,M,K,108,PARKING LOT,,,IC,Invest Cont,740,,,,1400 W  11TH                         ST,,34.0481,-118.2712
241213629,07/17/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1440,12,77th Street,1232,2,354,THEFT OF IDENTITY,0100 0917,27,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,3600 W  60TH                         ST,,33.9872,-118.3277
241712655,09/09/2024 12:00:00 AM,09/07/2024 12:00:00 AM,1500,17,Devonshire,1767,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9800    RESEDA                       BL,,34.2482,-118.5361
241312429,08/21/2024 12:00:00 AM,05/27/2024 12:00:00 AM,1,13,Newton,1325,2,354,THEFT OF IDENTITY,0100,53,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,E  ADAMS                        BL,S  CENTRAL                      AV,34.0185,-118.2544
241413335,09/20/2024 12:00:00 AM,08/13/2024 12:00:00 AM,1511,14,Pacific,1444,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,M,O,232,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",,,IC,Invest Cont,440,,,,13700    MARINA POINTE                DR,,33.9849,-118.4445
240117962,09/04/2024 12:00:00 AM,09/03/2024 12:00:00 AM,1134,1,Central,163,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344,0,X,X,405,CLOTHING STORE,,,IC,Invest Cont,343,,,,800 S  BROADWAY,,34.0437,-118.2547
241506726,02/27/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1555,15,N Hollywood,1527,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,11000    VICTORY                      BL,,34.1867,-118.3703
240307221,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1850,3,Southwest,321,1,350,"THEFT, PERSON",0910 0346,25,F,W,809,METROLINK TRAIN,,,IC,Invest Cont,350,,,,JEFFERSON,LA CIENEGA,34.0238,-118.3669
241406104,02/16/2024 12:00:00 AM,02/16/2024 12:00:00 AM,300,14,Pacific,1488,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 1814 2002 0913,38,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,5800 W  CENTURY                      BL,,33.9456,-118.3833
241710500,06/19/2024 12:00:00 AM,06/18/2024 12:00:00 AM,1200,17,Devonshire,1777,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16600    TUPPER                       ST,,34.2394,-118.4938
240410557,10/01/2024 12:00:00 AM,09/30/2024 12:00:00 AM,1200,4,Hollenbeck,421,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,62,F,O,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,600    MOULTON                      AV,,34.0654,-118.2192
241505669,02/03/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2000,15,N Hollywood,1513,1,210,ROBBERY,0344 0446,62,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,VANOWEN,BELLAIRE,34.194,-118.4094
241912064,10/02/2024 12:00:00 AM,10/01/2024 12:00:00 AM,1800,19,Mission,1964,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9100    TOBIAS                       AV,,34.2354,-118.4517
241006544,03/07/2024 12:00:00 AM,03/06/2024 12:00:00 AM,1400,10,West Valley,1035,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0421,42,F,W,721,HIGH SCHOOL,511.0,VERBAL THREAT,IC,Invest Cont,930,,,,18200    KITTRIDGE                    ST,,34.1902,-118.53
240506476,03/05/2024 12:00:00 AM,03/04/2024 12:00:00 AM,2300,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  17TH                         ST,,33.7288,-118.2968
240913437,12/04/2024 12:00:00 AM,11/30/2024 12:00:00 AM,300,9,Van Nuys,946,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,13800    BURBANK                      BL,,34.1721,-118.4334
240107704,02/22/2024 12:00:00 AM,02/21/2024 12:00:00 AM,745,1,Central,111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,109,PARK/PLAYGROUND,,,IC,Invest Cont,740,,,,500    ORD                          ST,,34.0607,-118.2405
241000690,07/07/2024 12:00:00 AM,07/07/2024 12:00:00 AM,1610,10,West Valley,1033,1,310,BURGLARY,1402 0329 0344 1822 1309,44,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998.0,,,6300    YOLANDA                      AV,,34.1848,-118.5404
240807327,03/25/2024 12:00:00 AM,03/12/2024 12:00:00 AM,1400,8,West LA,839,1,330,BURGLARY FROM VEHICLE,1822 0344 1300,45,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,10200    SANTA MONICA                 BL,,34.0611,-118.4184
241413682,09/30/2024 12:00:00 AM,09/25/2024 12:00:00 AM,430,14,Pacific,1496,1,520,VEHICLE - ATTEMPT STOLEN,1822 0358 1300,27,M,O,102,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,520,,,,5900 W  CENTURY                      BL,,33.9456,-118.3932
242108122,04/17/2024 12:00:00 AM,04/17/2024 12:00:00 AM,2000,21,Topanga,2156,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,24,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,6200    TOPANGA CANYON               BL,,34.1865,-118.6017
240306558,02/16/2024 12:00:00 AM,02/15/2024 12:00:00 AM,1300,3,Southwest,397,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 1822 0906 1816,44,F,B,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,740,,,,1200 W  40TH                         PL,,34.0099,-118.2959
251404102,12/26/2024 12:00:00 AM,12/26/2024 12:00:00 AM,1902,14,Pacific,1432,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,X,X,406,OTHER STORE,,,IC,Invest Cont,442,,,,1500    LINCOLN                      BL,,33.9934,-118.46
241110403,08/22/2024 12:00:00 AM,08/22/2024 12:00:00 AM,1245,11,Northeast,1101,1,352,PICKPOCKET,1822 0344,23,F,O,139,AMUSEMENT PARK*,,,IC,Invest Cont,352,,,,5300    ZOO                          DR,,34.1548,-118.294
240311682,06/22/2024 12:00:00 AM,03/23/2024 12:00:00 AM,1230,3,Southwest,341,2,354,THEFT OF IDENTITY,0100 1822 0930 0928,56,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5600    WENLOCK                      ST,,34.0192,-118.3672
242107668,04/04/2024 12:00:00 AM,04/01/2024 12:00:00 AM,1600,21,Topanga,2158,1,330,BURGLARY FROM VEHICLE,0358 0344 0386,35,F,F,108,PARKING LOT,,,IC,Invest Cont,330,,,,6200    DE SOTO                      AV,,34.1833,-118.5899
242009987,07/01/2024 12:00:00 AM,06/23/2024 12:00:00 AM,2335,20,Olympic,2031,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0352 1221,25,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,700 S  WILTON                       PL,,34.0599,-118.3143
241211122,05/02/2024 12:00:00 AM,05/02/2024 12:00:00 AM,1800,12,77th Street,1258,2,624,BATTERY - SIMPLE ASSAULT,1402,0,F,B,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,7200 S  BROADWAY,,33.9747,-118.2783
240506055,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,515,5,Harbor,531,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1309,20,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1300    ANAHEIM                      ST,,33.7866,-118.3044
241411826,08/02/2024 12:00:00 AM,07/24/2024 12:00:00 AM,1800,14,Pacific,1403,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,11200    SARDIS                       AV,,34.0299,-118.43
240709282,06/05/2024 12:00:00 AM,06/03/2024 12:00:00 AM,1630,7,Wilshire,778,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,43,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1700 S  BRONSON                      AV,,34.0432,-118.328
241611488,11/22/2024 12:00:00 AM,11/19/2024 12:00:00 AM,2247,16,Foothill,1602,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,12400    FOOTHILL                     BL,,34.284,-118.4052
240310208,05/06/2024 12:00:00 AM,05/04/2024 12:00:00 AM,1110,3,Southwest,333,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 0411 1822,39,F,B,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,VICTORIA                     AV,28TH                         ST,34.0311,-118.3363
241712480,09/02/2024 12:00:00 AM,09/02/2024 12:00:00 AM,1049,17,Devonshire,1723,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 0325 2028,0,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,20900    DEVONSHIRE                   ST,,34.2651,-118.582
241006536,03/11/2024 12:00:00 AM,03/06/2024 12:00:00 AM,10,10,West Valley,1078,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16600    LA MAIDA                     ST,,34.1619,-118.4946
242112201,10/06/2024 12:00:00 AM,10/05/2024 12:00:00 AM,1630,21,Topanga,2141,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 0361,28,F,H,104,DRIVEWAY,,,IC,Invest Cont,740,,,,24100    ARCHWOOD                     ST,,34.1923,-118.6505
